ds,y
2019-07-05,1399.95
2019-07-08,1395.5
2019-07-09,1397.9
2019-07-10,1419.0
2019-07-11,1404.0
2019-07-12,1415.74
2019-07-15,1414.08
2019-07-16,1406.33
2019-07-17,1426.8
2019-07-18,1446.3
2019-07-19,1425.3
2019-07-22,1425.12
2019-07-23,1417.39
2019-07-24,1425.9
2019-07-25,1414.53
2019-07-26,1418.69
2019-07-29,1426.94
2019-07-30,1430.85
2019-07-31,1413.8
2019-08-01,1445.31
2019-08-02,1440.7
2019-08-05,1463.8
2019-08-06,1474.27
2019-08-07,1501.2
2019-08-08,1500.95
2019-08-09,1497.24
2019-08-12,1511.4
2019-08-13,1501.39
2019-08-14,1516.34
2019-08-15,1523.2
2019-08-16,1514.15
2019-08-19,1495.3
2019-08-20,1507.1
2019-08-21,1502.3
2019-08-22,1498.8
2019-08-23,1526.85
2019-08-26,1526.35
2019-08-27,1542.64
2019-08-28,1539.1
2019-08-29,1527.7
2019-08-30,1520.25
2019-09-02,1530.59
2019-09-03,1547.0
2019-09-04,1552.6
2019-09-05,1519.35
2019-09-06,1506.95
2019-09-09,1498.95
2019-09-10,1486.4
2019-09-11,1497.6
2019-09-12,1498.95
2019-09-13,1488.7
2019-09-16,1498.8
2019-09-17,1503.1
2019-09-18,1493.9
2019-09-19,1499.2
2019-09-20,1517.15
2019-09-23,1522.12
2019-09-24,1532.3
2019-09-25,1504.15
2019-09-26,1505.8
2019-09-27,1496.94
2019-09-30,1472.25
2019-10-01,1478.98
2019-10-02,1499.51
2019-10-03,1505.0
2019-10-04,1504.6
2019-10-07,1493.6
2019-10-08,1505.51
2019-10-09,1505.7
2019-10-10,1494.3
2019-10-11,1489.85
2019-10-14,1492.9
2019-10-15,1481.17
2019-10-16,1489.77
2019-10-17,1491.89
2019-10-18,1490.1
2019-10-21,1484.5
2019-10-22,1488.05
2019-10-23,1492.1
2019-10-24,1503.65
2019-10-25,1504.73
2019-10-28,1492.69
2019-10-29,1487.6
2019-10-30,1495.4
2019-10-31,1513.36
2019-11-01,1513.95
2019-11-04,1509.63
2019-11-05,1484.1
2019-11-06,1490.46
2019-11-07,1468.07
2019-11-08,1458.66
2019-11-11,1455.9
2019-11-12,1457.19
2019-11-13,1463.19
2019-11-14,1471.2
2019-11-15,1467.37
2019-11-18,1470.85
2019-11-19,1472.38
2019-11-20,1471.25
2019-11-21,1464.4
2019-11-22,1462.29
2019-11-25,1454.97
2019-11-26,1461.6
2019-11-27,1454.35
2019-11-28,1458.34
2019-11-29,1464.8
2019-12-02,1462.44
2019-12-03,1477.34
2019-12-04,1474.35
2019-12-05,1475.7
2019-12-06,1459.76
2019-12-09,1461.99
2019-12-10,1464.21
2019-12-11,1474.85
2019-12-12,1469.43
2019-12-13,1475.81
2019-12-16,1476.25
2019-12-17,1476.45
2019-12-18,1475.44
2019-12-19,1479.15
2019-12-20,1478.2
2019-12-23,1485.52
2019-12-24,1499.56
2019-12-25,1499.55
2019-12-26,1511.55
2019-12-27,1510.67
2019-12-30,1515.22
2019-12-31,1517.39
2020-01-01,1517.3
2020-01-02,1528.94
2020-01-03,1551.65
2020-01-06,1565.96
2020-01-07,1573.99
2020-01-08,1555.81
2020-01-09,1552.37
2020-01-10,1562.28
2020-01-13,1548.3
2020-01-14,1546.37
2020-01-15,1556.19
2020-01-16,1552.79
2020-01-17,1556.61
2020-01-20,1561.58
2020-01-21,1558.02
2020-01-22,1558.91
2020-01-23,1563.33
2020-01-24,1570.65
2020-01-27,1581.95
2020-01-28,1566.24
2020-01-29,1577.12
2020-01-30,1574.22
2020-01-31,1590.2
2020-02-03,1576.45
2020-02-04,1552.55
2020-02-05,1556.7
2020-02-06,1566.85
2020-02-07,1570.29
2020-02-10,1572.3
2020-02-11,1567.72
2020-02-12,1565.63
2020-02-13,1576.39
2020-02-14,1584.7
2020-02-17,1581.1
2020-02-18,1601.91
2020-02-19,1611.64
2020-02-20,1619.7
2020-02-21,1643.7
2020-02-24,1660.72
2020-02-25,1635.38
2020-02-26,1639.96
2020-02-27,1642.35
2020-02-28,1585.12
2020-03-02,1590.73
2020-03-03,1639.77
2020-03-04,1635.83
2020-03-05,1670.61
2020-03-06,1674.23
2020-03-09,1680.2
2020-03-10,1649.36
2020-03-11,1635.03
2020-03-12,1577.09
2020-03-13,1529.7
2020-03-16,1514.61
2020-03-17,1528.58
2020-03-18,1486.3
2020-03-19,1471.0
2020-03-20,1498.24
2020-03-23,1553.81
2020-03-24,1622.03
2020-03-25,1613.79
2020-03-26,1632.38
2020-03-27,1623.5
2020-03-30,1623.3
2020-03-31,1571.31
2020-04-01,1595.05
2020-04-02,1613.79
2020-04-03,1618.45
2020-04-06,1663.0
2020-04-07,1648.95
2020-04-08,1646.52
2020-04-09,1684.07
2020-04-10,1689.9
2020-04-13,1714.32
2020-04-14,1729.7
2020-04-15,1716.6
2020-04-16,1718.4
2020-04-17,1684.69
2020-04-20,1694.12
2020-04-21,1687.02
2020-04-22,1714.82
2020-04-23,1731.59
2020-04-24,1729.43
2020-04-27,1715.57
2020-04-28,1708.63
2020-04-29,1712.38
2020-04-30,1685.05
2020-05-01,1700.41
2020-05-04,1701.69
2020-05-05,1707.17
2020-05-06,1685.88
2020-05-07,1717.94
2020-05-08,1702.65
2020-05-11,1697.35
2020-05-12,1702.72
2020-05-13,1715.99
2020-05-14,1730.65
2020-05-15,1743.0
2020-05-18,1732.32
2020-05-19,1745.11
2020-05-20,1749.5
2020-05-21,1726.34
2020-05-22,1736.07
2020-05-25,1729.57
2020-05-26,1712.45
2020-05-27,1709.25
2020-05-28,1719.4
2020-05-29,1728.3
2020-06-01,1740.34
2020-06-02,1727.97
2020-06-03,1698.63
2020-06-04,1711.84
2020-06-05,1685.83
2020-06-08,1695.47
2020-06-09,1714.57
2020-06-10,1737.1
2020-06-11,1727.51
2020-06-12,1730.8
2020-06-15,1725.53
2020-06-16,1727.46
2020-06-17,1727.04
2020-06-18,1722.99
2020-06-19,1743.62
2020-06-22,1755.44
2020-06-23,1767.54
2020-06-24,1762.43
2020-06-25,1761.82
2020-06-26,1771.47
2020-06-29,1772.28
2020-06-30,1781.66
2020-07-01,1770.32
2020-07-02,1776.13
2020-07-03,1775.05
2020-07-06,1783.9
2020-07-07,1795.26
2020-07-08,1810.78
2020-07-09,1803.19
2020-07-10,1798.89
2020-07-13,1803.39
2020-07-14,1807.78
2020-07-15,1811.9
2020-07-16,1797.05
2020-07-17,1809.9
2020-07-20,1816.09
2020-07-21,1842.22
2020-07-22,1872.07
2020-07-23,1887.44
2020-07-24,1901.46
2020-07-27,1942.42
2020-07-28,1959.5
2020-07-29,1970.73
2020-07-30,1960.5
2020-07-31,1975.89
2020-08-03,1977.25
2020-08-04,2018.52
2020-08-05,2040.4
2020-08-06,2063.81
2020-08-07,2035.03
2020-08-10,2027.77
2020-08-11,1911.64
2020-08-12,1918.07
2020-08-13,1954.0
2020-08-14,1944.29
2020-08-17,1986.2
2020-08-18,2001.2
2020-08-19,1929.82
2020-08-20,1943.6
2020-08-21,1940.16
2020-08-24,1933.09
2020-08-25,1928.19
2020-08-26,1954.03
2020-08-27,1929.2
2020-08-28,1964.89
2020-08-31,1970.15
2020-09-01,1970.49
2020-09-02,1942.98
2020-09-03,1930.85
2020-09-04,1932.85
2020-09-07,1929.18
2020-09-08,1931.26
2020-09-09,1946.66
2020-09-10,1954.07
2020-09-11,1941.5
2020-09-14,1956.37
2020-09-15,1955.52
2020-09-16,1959.32
2020-09-17,1942.6
2020-09-18,1949.69
2020-09-21,1912.57
2020-09-22,1899.28
2020-09-23,1863.55
2020-09-24,1868.04
2020-09-25,1860.05
2020-09-28,1880.85
2020-09-29,1897.69
2020-09-30,1885.44
2020-10-01,1905.05
2020-10-02,1898.7
2020-10-05,1912.9
2020-10-06,1877.13
2020-10-07,1887.22
2020-10-08,1893.09
2020-10-09,1929.43
2020-10-12,1921.95
2020-10-13,1890.82
2020-10-14,1900.89
2020-10-15,1907.82
2020-10-16,1898.97
2020-10-19,1904.27
2020-10-20,1906.39
2020-10-21,1924.49
2020-10-22,1904.04
2020-10-23,1900.79
2020-10-26,1901.69
2020-10-27,1906.83
2020-10-28,1877.06
2020-10-29,1867.13
2020-10-30,1877.95
2020-11-02,1895.1
2020-11-03,1908.36
2020-11-04,1903.21
2020-11-05,1948.56
2020-11-06,1951.51
2020-11-09,1861.86
2020-11-10,1876.5
2020-11-11,1864.71
2020-11-12,1875.76
2020-11-13,1888.04
2020-11-16,1888.52
2020-11-17,1878.6
2020-11-18,1871.41
2020-11-19,1867.37
2020-11-20,1870.49
2020-11-23,1835.85
2020-11-24,1807.51
2020-11-25,1805.3
2020-11-26,1810.57
2020-11-27,1788.13
2020-11-30,1777.02
2020-12-01,1814.87
2020-12-02,1831.01
2020-12-03,1840.36
2020-12-04,1837.61
2020-12-07,1863.69
2020-12-08,1871.36
2020-12-09,1839.11
2020-12-10,1835.31
2020-12-11,1839.03
2020-12-14,1827.17
2020-12-15,1853.46
2020-12-16,1864.15
2020-12-17,1885.87
2020-12-18,1880.66
2020-12-21,1876.21
2020-12-22,1859.56
2020-12-23,1872.08
2020-12-24,1876.56
2020-12-25,1875.82
2020-12-28,1871.19
2020-12-29,1877.99
2020-12-30,1893.37
2020-12-31,1896.49
2021-01-01,1898.1
2021-01-04,1942.28
2021-01-05,1949.35
2021-01-06,1918.81
2021-01-07,1912.5
2021-01-08,1848.26
2021-01-11,1844.66
2021-01-12,1855.63
2021-01-13,1843.41
2021-01-14,1846.37
2021-01-15,1826.59
2021-01-18,1836.89
2021-01-19,1839.34
2021-01-20,1870.91
2021-01-21,1869.91
2021-01-22,1852.55
2021-01-25,1854.99
2021-01-26,1850.31
2021-01-27,1843.99
2021-01-28,1840.36
2021-01-29,1846.09
2021-02-01,1860.16
2021-02-02,1837.35
2021-02-03,1833.76
2021-02-04,1792.26
2021-02-05,1811.62
2021-02-08,1830.16
2021-02-09,1837.06
2021-02-10,1842.22
2021-02-11,1825.36
2021-02-12,1823.46
2021-02-15,1818.51
2021-02-16,1794.31
2021-02-17,1776.26
2021-02-18,1775.49
2021-02-19,1782.31
2021-02-22,1808.66
2021-02-23,1805.06
2021-02-24,1804.36
2021-02-25,1769.88
2021-02-26,1733.49
2021-03-01,1723.84
2021-03-02,1738.09
2021-03-03,1710.95
2021-03-04,1697.19
2021-03-05,1700.86
2021-03-08,1681.24
2021-03-09,1715.36
2021-03-10,1726.05
2021-03-11,1721.41
2021-03-12,1726.41
2021-03-15,1731.84
2021-03-16,1730.94
2021-03-17,1744.44
2021-03-18,1736.41
2021-03-19,1744.74
2021-03-22,1738.69
2021-03-23,1727.11
2021-03-24,1734.19
2021-03-25,1726.82
2021-03-26,1731.97
2021-03-29,1711.99
2021-03-30,1684.8
2021-03-31,1707.01
2021-04-01,1730.18
2021-04-02,1728.84
2021-04-05,1728.44
2021-04-06,1743.57
2021-04-07,1737.28
2021-04-08,1755.94
2021-04-09,1743.1
2021-04-12,1732.51
2021-04-13,1743.83
2021-04-14,1736.0
2021-04-15,1763.21
2021-04-16,1776.31
2021-04-19,1769.31
2021-04-20,1777.25
2021-04-21,1793.46
2021-04-22,1783.94
2021-04-23,1777.18
2021-04-26,1780.19
2021-04-27,1776.69
2021-04-28,1781.32
2021-04-29,1771.24
2021-04-30,1768.59
2021-05-03,1792.36
2021-05-04,1778.48
2021-05-05,1786.44
2021-05-06,1815.18
2021-05-07,1830.48
2021-05-10,1835.44
2021-05-11,1836.94
2021-05-12,1815.44
2021-05-13,1826.57
2021-05-14,1842.19
2021-05-17,1866.13
2021-05-18,1868.22
2021-05-19,1869.57
2021-05-20,1876.69
2021-05-21,1880.3
2021-05-24,1881.07
2021-05-25,1899.26
2021-05-26,1896.44
2021-05-27,1896.08
2021-05-28,1902.64
2021-05-31,1906.36
2021-06-01,1900.19
2021-06-02,1907.94
2021-06-03,1870.57
2021-06-04,1889.97
2021-06-07,1899.0
2021-06-08,1892.82
2021-06-09,1888.3
2021-06-10,1898.14
2021-06-11,1876.64
2021-06-14,1865.99
2021-06-15,1858.69
2021-06-16,1811.95
2021-06-17,1773.31
2021-06-18,1763.34
2021-06-21,1782.95
2021-06-22,1778.51
2021-06-23,1778.73
2021-06-24,1775.18
2021-06-25,1780.34
2021-06-28,1778.18
2021-06-29,1761.09
2021-06-30,1769.8
2021-07-01,1776.6
2021-07-02,1786.79
2021-07-05,1791.61
2021-07-06,1796.69
2021-07-07,1803.41
2021-07-08,1802.56
2021-07-09,1807.98
2021-07-12,1805.88
2021-07-13,1807.44
2021-07-14,1827.06
2021-07-15,1829.19
2021-07-16,1810.89
2021-07-19,1812.34
2021-07-20,1810.03
2021-07-21,1803.31
2021-07-22,1806.69
2021-07-23,1801.34
2021-07-26,1797.27
2021-07-27,1798.73
2021-07-28,1806.88
2021-07-29,1827.95
2021-07-30,1813.58
2021-08-02,1813.39
2021-08-03,1809.94
2021-08-04,1811.41
2021-08-05,1804.01
2021-08-06,1762.69
2021-08-09,1729.46
2021-08-10,1728.71
2021-08-11,1751.56
2021-08-12,1752.44
2021-08-13,1779.15
2021-08-16,1787.24
2021-08-17,1785.96
2021-08-18,1787.59
2021-08-19,1780.18
2021-08-20,1780.87
2021-08-23,1805.2
2021-08-24,1802.61
2021-08-25,1790.68
2021-08-26,1792.16
2021-08-27,1816.67
2021-08-30,1810.17
2021-08-31,1813.43
2021-09-01,1813.66
2021-09-02,1809.4
2021-09-03,1826.19
2021-09-06,1823.1
2021-09-07,1794.13
2021-09-08,1788.93
2021-09-09,1794.69
2021-09-10,1787.34
2021-09-13,1793.49
2021-09-14,1804.27
2021-09-15,1792.59
2021-09-16,1753.39
2021-09-17,1754.16
2021-09-20,1763.88
2021-09-21,1774.25
2021-09-22,1767.91
2021-09-23,1742.57
2021-09-24,1749.86
2021-09-27,1749.85
2021-09-28,1733.68
2021-09-29,1726.11
2021-09-30,1756.66
2021-10-01,1760.36
2021-10-04,1769.51
2021-10-05,1759.96
2021-10-06,1762.48
2021-10-07,1755.29
2021-10-08,1756.67
2021-10-11,1753.86
2021-10-12,1759.93
2021-10-13,1792.65
2021-10-14,1795.56
2021-10-15,1767.26
2021-10-18,1764.6
2021-10-19,1768.87
2021-10-20,1781.83
2021-10-21,1782.76
2021-10-22,1792.48
2021-10-25,1807.47
2021-10-26,1792.63
2021-10-27,1796.69
2021-10-28,1798.62
2021-10-29,1782.81
2021-11-01,1793.05
2021-11-02,1787.28
2021-11-03,1769.52
2021-11-04,1791.7
2021-11-05,1816.73
2021-11-08,1824.26
2021-11-09,1831.48
2021-11-10,1849.57
2021-11-11,1861.52
2021-11-12,1864.04
2021-11-15,1862.46
2021-11-16,1849.91
2021-11-17,1866.96
2021-11-18,1858.46
2021-11-19,1844.6
2021-11-22,1805.04
2021-11-23,1789.73
2021-11-24,1788.5
2021-11-25,1788.45
2021-11-26,1791.81
2021-11-29,1785.01
2021-11-30,1773.78
2021-12-01,1782.66
2021-12-02,1768.64
2021-12-03,1783.74
2021-12-06,1778.11
2021-12-07,1784.04
2021-12-08,1782.06
2021-12-09,1774.46
2021-12-10,1782.51
2021-12-13,1786.94
2021-12-14,1770.18
2021-12-15,1777.06
2021-12-16,1799.03
2021-12-17,1797.68
2021-12-20,1789.32
2021-12-21,1788.36
2021-12-22,1803.4
2021-12-23,1807.91
2021-12-24,1808.11
2021-12-27,1810.9
2021-12-28,1805.37
2021-12-29,1803.66
2021-12-30,1815.01
2021-12-31,1828.39
2022-01-03,1800.85
2022-01-04,1814.56
2022-01-05,1809.53
2022-01-06,1788.68
2022-01-07,1795.63
2022-01-10,1801.41
2022-01-11,1822.01
2022-01-12,1825.32
2022-01-13,1822.09
2022-01-14,1817.22
2022-01-17,1818.99
2022-01-18,1813.54
2022-01-19,1839.96
2022-01-20,1838.36
2022-01-21,1833.24
2022-01-24,1843.06
2022-01-25,1847.56
2022-01-26,1818.12
2022-01-27,1796.51
2022-01-28,1791.03
2022-01-31,1796.47
2022-02-01,1800.65
2022-02-02,1806.5
2022-02-03,1804.4
2022-02-04,1807.49
2022-02-07,1820.31
2022-02-08,1825.48
2022-02-09,1832.43
2022-02-10,1826.57
2022-02-11,1859.96
2022-02-14,1870.29
2022-02-15,1853.06
2022-02-16,1868.37
2022-02-17,1897.27
2022-02-18,1897.87
2022-02-21,1905.63
2022-02-22,1898.13
2022-02-23,1907.55
2022-02-24,1903.14
2022-02-25,1887.56
2022-02-28,1907.9
2022-03-01,1943.22
2022-03-02,1926.11
2022-03-03,1935.21
2022-03-04,1968.45
2022-03-07,1998.11
2022-03-08,2052.41
2022-03-09,1991.49
2022-03-10,1995.86
2022-03-11,1985.29
2022-03-14,1951.11
2022-03-15,1917.84
2022-03-16,1927.93
2022-03-17,1942.64
2022-03-18,1921.09
2022-03-21,1935.95
2022-03-22,1921.44
2022-03-23,1943.38
2022-03-24,1957.48
2022-03-25,1957.4
2022-03-28,1923.2
2022-03-29,1919.19
2022-03-30,1933.06
2022-03-31,1937.23
2022-04-01,1924.3
2022-04-04,1932.44
2022-04-05,1923.76
2022-04-06,1925.48
2022-04-07,1932.17
2022-04-08,1945.85
2022-04-11,1953.43
2022-04-12,1966.59
2022-04-13,1977.72
2022-04-14,1973.52
2022-04-15,1974.54
2022-04-18,1978.5
2022-04-19,1949.84
2022-04-20,1957.41
2022-04-21,1951.49
2022-04-22,1929.73
2022-04-25,1897.69
2022-04-26,1905.56
2022-04-27,1886.12
2022-04-28,1894.34
2022-04-29,1896.4
2022-05-02,1862.77
2022-05-03,1867.79
2022-05-04,1880.92
2022-05-05,1876.84
2022-05-06,1882.96
2022-05-09,1853.92
2022-05-10,1838.14
2022-05-11,1852.12
2022-05-12,1821.72
2022-05-13,1811.15
2022-05-16,1823.79
2022-05-17,1814.67
2022-05-18,1815.61
2022-05-19,1841.72
2022-05-20,1845.68
2022-05-23,1853.22
2022-05-24,1865.9
2022-05-25,1852.83
2022-05-26,1850.02
2022-05-27,1852.73
2022-05-30,1856.21
2022-05-31,1837.09
2022-06-01,1845.55
2022-06-02,1868.13
2022-06-03,1850.77
2022-06-06,1841.0
2022-06-07,1851.97
2022-06-08,1853.26
2022-06-09,1847.61
2022-06-10,1870.96
2022-06-13,1818.77
2022-06-14,1808.1
2022-06-15,1833.38
2022-06-16,1856.71
2022-06-17,1839.35
2022-06-20,1838.29
2022-06-21,1832.56
2022-06-22,1837.39
2022-06-23,1822.43
2022-06-24,1826.18
2022-06-27,1822.73
2022-06-28,1819.69
2022-06-29,1817.11
2022-06-30,1806.89
2022-07-01,1810.18
2022-07-04,1809.12
2022-07-05,1764.35
2022-07-06,1738.3
2022-07-07,1739.61
2022-07-08,1741.82
2022-07-11,1733.67
2022-07-12,1725.81
2022-07-13,1735.23
2022-07-14,1709.45
2022-07-15,1706.78
2022-07-18,1709.01
2022-07-19,1711.07
2022-07-20,1696.43
2022-07-21,1718.49
2022-07-22,1726.46
2022-07-25,1718.78
2022-07-26,1717.0
2022-07-27,1733.89
2022-07-28,1755.11
2022-07-29,1765.22
2022-08-01,1771.73
2022-08-02,1759.75
2022-08-03,1764.9
2022-08-04,1790.97
2022-08-05,1774.15
2022-08-08,1788.52
2022-08-09,1794.08
2022-08-10,1792.13
2022-08-11,1789.45
2022-08-12,1801.76
2022-08-15,1778.91
2022-08-16,1775.54
2022-08-17,1761.05
2022-08-18,1758.2
2022-08-19,1747.83
2022-08-22,1735.7
2022-08-23,1747.67
2022-08-24,1750.89
2022-08-25,1758.44
2022-08-26,1736.86
2022-08-29,1737.82
2022-08-30,1723.55
2022-08-31,1710.7
2022-09-01,1696.09
2022-09-02,1711.44
2022-09-05,1710.21
2022-09-06,1701.15
2022-09-07,1717.69
2022-09-08,1707.28
2022-09-09,1716.05
2022-09-12,1724.07
2022-09-13,1701.55
2022-09-14,1695.8
2022-09-15,1663.74
2022-09-16,1674.94
2022-09-19,1675.78
2022-09-20,1663.11
2022-09-21,1673.74
2022-09-22,1670.53
2022-09-23,1643.09
2022-09-26,1621.57
2022-09-27,1628.8
2022-09-28,1659.44
2022-09-29,1660.29
2022-09-30,1659.67
2022-10-03,1699.22
2022-10-04,1726.24
2022-10-05,1715.81
2022-10-06,1710.85
2022-10-07,1694.52
2022-10-10,1667.96
2022-10-11,1665.31
2022-10-12,1672.51
2022-10-13,1665.8
2022-10-14,1641.76
2022-10-17,1649.94
2022-10-18,1651.83
2022-10-19,1628.49
2022-10-20,1627.66
2022-10-21,1656.66
2022-10-24,1648.6
2022-10-25,1652.52
2022-10-26,1664.49
2022-10-27,1662.94
2022-10-28,1641.76
2022-10-31,1633.12
2022-11-01,1647.5
2022-11-02,1634.89
2022-11-03,1629.15
2022-11-04,1680.27
2022-11-07,1674.68
2022-11-08,1712.52
2022-11-09,1706.32
2022-11-10,1754.75
2022-11-11,1770.69
2022-11-14,1771.8
2022-11-15,1778.25
2022-11-16,1773.77
2022-11-17,1760.87
2022-11-18,1749.74
2022-11-21,1737.81
2022-11-22,1740.24
2022-11-23,1749.28
2022-11-24,1754.96
2022-11-25,1756.14
2022-11-28,1740.75
2022-11-29,1749.73
2022-11-30,1768.45
2022-12-01,1802.89
2022-12-02,1797.82
2022-12-05,1768.39
2022-12-06,1770.91
2022-12-07,1786.22
2022-12-08,1789.23
2022-12-09,1796.63
2022-12-12,1781.15
2022-12-13,1810.29
2022-12-14,1807.27
2022-12-15,1776.66
2022-12-16,1792.34
2022-12-19,1787.44
2022-12-20,1817.41
2022-12-21,1814.13
2022-12-22,1792.57
2022-12-23,1797.91
2022-12-26,1797.61
2022-12-27,1813.93
2022-12-28,1804.09
2022-12-29,1814.89
2022-12-30,1824.4
2023-01-02,1823.69
2023-01-03,1839.49
2023-01-04,1854.09
2023-01-05,1833.19
2023-01-06,1865.71
2023-01-09,1871.59
2023-01-10,1877.27
2023-01-11,1876.38
2023-01-12,1896.86
2023-01-13,1920.21
2023-01-16,1918.0
2023-01-17,1908.39
2023-01-18,1903.76
2023-01-19,1931.39
2023-01-20,1926.57
2023-01-23,1931.3
2023-01-24,1937.45
2023-01-25,1945.93
2023-01-26,1928.99
2023-01-27,1927.34
2023-01-30,1922.52
2023-01-31,1927.88
2023-02-01,1950.42
2023-02-02,1912.37
2023-02-03,1865.53
2023-02-06,1867.36
2023-02-07,1873.81
2023-02-08,1875.59
2023-02-09,1861.39
2023-02-10,1864.67
2023-02-13,1853.39
2023-02-14,1854.29
2023-02-15,1836.19
2023-02-16,1837.44
2023-02-17,1841.59
2023-02-20,1841.14
2023-02-21,1834.32
2023-02-22,1825.04
2023-02-23,1822.64
2023-02-24,1810.81
2023-02-27,1817.31
2023-02-28,1827.15
2023-03-01,1836.81
2023-03-02,1836.0
2023-03-03,1854.97
2023-03-06,1846.85
2023-03-07,1813.52
2023-03-08,1813.59
2023-03-09,1830.89
2023-03-10,1867.83
2023-03-13,1913.23
2023-03-14,1902.12
2023-03-15,1918.1
2023-03-16,1919.12
2023-03-17,1987.93
2023-03-20,1978.71
2023-03-21,1940.15
2023-03-22,1969.58
2023-03-23,1993.5
2023-03-24,1977.22
2023-03-27,1956.56
2023-03-28,1973.69
2023-03-29,1964.04
2023-03-30,1980.25
2023-03-31,1967.9
2023-04-03,1984.11
2023-04-04,2019.97
2023-04-05,2020.35
2023-04-06,2008.02
2023-04-10,1989.95
2023-04-11,2003.14
2023-04-12,2014.67
2023-04-13,2039.73
2023-04-14,2003.04
2023-04-17,1994.77
2023-04-18,2004.93
2023-04-19,1993.26
2023-04-20,2004.34
2023-04-21,1982.89
2023-04-24,1988.88
2023-04-25,1997.87
2023-04-26,1989.48
2023-04-27,1987.87
2023-04-28,1989.65
2023-05-01,1982.05
2023-05-02,2016.28
2023-05-03,2039.02
2023-05-04,2051.11
2023-05-05,2016.54
2023-05-08,2021.39
2023-05-09,2034.17
2023-05-10,2029.51
2023-05-11,2015.55
2023-05-12,2011.15
2023-05-15,2020.6
2023-05-16,1988.6
2023-05-17,1981.72
2023-05-18,1958.05
2023-05-19,1976.56
2023-05-22,1969.43
2023-05-23,1974.73
2023-05-24,1957.01
2023-05-25,1940.34
2023-05-26,1946.33
2023-05-29,1942.84
2023-05-30,1959.14
2023-05-31,1962.3
2023-06-01,1977.88
2023-06-02,1947.63
2023-06-05,1961.76
2023-06-06,1962.85
2023-06-07,1939.63
2023-06-08,1967.76
2023-06-09,1960.6
2023-06-12,1956.92
2023-06-13,1943.33
2023-06-14,1942.99
2023-06-15,1957.65
2023-06-16,1957.36
2023-06-19,1950.12
2023-06-20,1935.91
2023-06-21,1932.26
2023-06-22,1913.52
2023-06-23,1921.36
2023-06-26,1922.85
2023-06-27,1913.35
2023-06-28,1907.42
2023-06-29,1908.15
2023-06-30,1919.57
2023-07-03,1921.43
2023-07-04,1925.09
2023-07-05,1917.32
2023-07-06,1910.8
2023-07-07,1924.28
2023-07-10,1924.99
2023-07-11,1931.99
2023-07-12,1957.09
2023-07-13,1960.19
2023-07-14,1954.93
2023-07-17,1954.74
2023-07-18,1978.71
2023-07-19,1977.25
2023-07-20,1969.62
2023-07-21,1960.23
2023-07-24,1954.51
2023-07-25,1964.58
2023-07-26,1972.1
2023-07-27,1944.99
2023-07-28,1959.2
2023-07-31,1964.19
2023-08-01,1944.08
2023-08-02,1933.56
2023-08-03,1933.74
2023-08-04,1941.62
2023-08-07,1936.39
2023-08-08,1924.82
2023-08-09,1914.59
2023-08-10,1912.06
2023-08-11,1913.32
2023-08-14,1907.9
2023-08-15,1901.56
2023-08-16,1891.76
2023-08-17,1888.89
2023-08-18,1888.19
2023-08-21,1893.94
2023-08-22,1897.47
2023-08-23,1914.31
2023-08-24,1917.43
2023-08-25,1914.53
2023-08-28,1919.66
2023-08-29,1937.12
2023-08-30,1942.24
2023-08-31,1939.74
2023-09-01,1938.8
2023-09-04,1938.19
2023-09-05,1925.81
2023-09-06,1916.28
2023-09-07,1919.19
2023-09-08,1917.81
2023-09-11,1921.66
2023-09-12,1913.26
2023-09-13,1906.3
2023-09-14,1910.32
2023-09-15,1923.57
2023-09-18,1933.14
2023-09-19,1930.94
2023-09-20,1929.68
2023-09-21,1919.57
2023-09-22,1924.99
2023-09-25,1915.66
2023-09-26,1900.49
2023-09-27,1874.7
2023-09-28,1864.56
2023-09-29,1848.31
2023-10-02,1827.4
2023-10-03,1822.81
2023-10-04,1821.08
2023-10-05,1820.01
2023-10-06,1832.26
2023-10-09,1860.88
2023-10-10,1860.09
2023-10-11,1873.61
2023-10-12,1868.65
2023-10-13,1931.7
2023-10-16,1919.44
2023-10-17,1923.07
2023-10-18,1947.69
2023-10-19,1973.7
2023-10-20,1981.04
2023-10-23,1972.59
2023-10-24,1970.11
2023-10-25,1979.62
2023-10-26,1984.82
2023-10-27,2005.78
2023-10-30,1995.88
2023-10-31,1982.7
2023-11-01,1982.15
2023-11-02,1985.51
2023-11-03,1992.27
2023-11-06,1977.68
2023-11-07,1968.4
2023-11-08,1949.79
2023-11-09,1958.19
2023-11-10,1936.79
2023-11-13,1945.89
2023-11-14,1962.67
2023-11-15,1959.09
2023-11-16,1980.85
2023-11-17,1980.01
2023-11-20,1977.19
2023-11-21,1998.37
2023-11-22,1989.72
2023-11-23,1991.79
2023-11-24,2001.97
2023-11-27,2013.64
2023-11-28,2040.89
2023-11-29,2044.59
2023-11-30,2035.75
2023-12-01,2070.9
2023-12-04,2029.74
2023-12-05,2019.42
2023-12-06,2024.9
2023-12-07,2028.34
2023-12-08,2003.39
2023-12-11,1981.3
2023-12-12,1979.44
2023-12-13,2026.39
2023-12-14,2035.53
2023-12-15,2018.19
2023-12-18,2027.0
2023-12-19,2040.12
2023-12-20,2029.19
2023-12-21,2045.49
2023-12-22,2052.98
2023-12-25,2054.93
